-7.95000, 37.03835, "F070387428"
-8.46561, 37.13799, "F070387430"
-9.22864, 38.64855, "F070387432"
-9.18406, 38.66252, "F070387433"
-9.26301, 38.70601, "F070387434"
-9.26406, 38.70859, "F070387435"
-9.20664, 38.75842, "F070387437"
-8.47613, 40.13169, "F070387438"
-8.52372, 40.93103, "F070387440"
-8.78539, 38.56162, "F070390114"
-8.57010, 41.15787, "F070390401"
-8.57011, 41.15761, "F070390402"
-8.46489, 40.62810, "F070390423"
-8.60634, 41.51986, "F070390432"
-8.91482, 38.64135, "F070390433"
-7.72962, 38.02263, "F070390434"
-8.30493, 41.45120, "F070390435"
-8.62646, 41.22805, "F070390439"
-7.96492, 37.03273, "F070390449"
-8.92313, 38.67944, "F070390457"
-9.20921, 38.74752, "F070390460"
-9.20928, 38.74750, "F070390461"
-9.20593, 38.74398, "F070390462"
-9.20928, 38.75340, "F070390463"
-8.47070, 41.31236, "F070390466"
-8.20969, 37.12182, "F070390471"
-8.00557, 39.77267, "F070390472"
-8.10435, 38.62637, "F070390473"
-8.61111, 38.51183, "F070390474"
-9.33338, 38.69986, "F070390494"
